result 
276300 288442 264228 265128 282634 309898 270476 281442 263586 307883 291846 266517 298077 256294 266680 279106 254670 254652 287441 253160 277804 267699 271237 269585 287834 268534 289723 253650 273581 275665 249893 285651 287680 289679 259516 247421 276725 229568 277762 262232 276533 256781 271232 259865 265090 280718 272042 281186 271853 264951 236922 301520 267127 269510 281360 264251 281736 276770 279288 276705 230983 294101 264524 287971 260709 270952 274096 278377 293288 280234 301345 271560 272828 269425 279042 280469 314301 306285 301255 302384 281677 270526 241536 283886 275069 280890 307039 279518 284762 276878 295970 310661 282841 273261 277919 252787 267392 273554 262736 269301 
245176 267161 236235 245439 231875 281010 249178 263491 242354 278587 260349 260924 280423 226069 249501 237945 237849 234946 257241 235925 237718 235033 234741 265358 259637 241503 255674 232874 237530 240168 216432 266965 268239 274060 249812 209317 226958 223363 255319 242478 265547 246050 236497 239893 240560 254643 249198 250904 249529 228733 230177 270734 232488 253029 249267 226833 240303 250578 261148 235731 206616 271259 257767 268438 235485 242086 264036 258837 258641 243576 266371 243750 252282 241283 262915 253186 274635 275926 271232 253739 249469 244914 224541 257935 246210 265094 275751 260672 246314 244455 274929 274803 241958 246610 261402 223497 244341 245982 241010 237624 
237941 252635 231409 243021 209687 246900 243815 248579 217561 248321 253586 249362 251812 217183 236093 239282 224652 222050 241161 214584 223311 218746 229738 232436 241605 239105 234405 218453 245586 240799 216946 248780 253432 241189 233471 208383 205109 192829 245908 228604 235875 229000 239506 240095 228555 233386 235315 254172 233818 225050 216535 243265 221058 243488 235235 226227 247960 243569 254813 228680 193823 250944 227706 251429 227586 239755 234070 240877 247667 229959 246204 222372 226674 249661 249690 232035 267494 254469 248161 251385 249811 236023 212313 237031 244646 248150 267496 236226 240575 239505 257646 263813 232129 250616 236911 200277 224319 234635 220286 219749 
237528 258221 257520 225269 245259 272297 254958 272273 239876 267561 240851 245154 266582 218145 261630 261450 243216 230731 250413 228509 248316 240813 244617 247421 247894 241453 245532 227620 254210 248261 219232 248174 269877 240624 233527 224342 237105 223524 247164 240348 238750 253008 260785 235075 251853 248306 239359 251303 247897 226051 228210 261956 233004 246882 253902 226477 233883 247054 253410 251166 189902 263851 236790 239983 227874 236889 257025 250775 271568 247919 247066 221482 248553 230659 256735 251651 260260 261776 270575 250725 244160 233222 237972 247618 240014 263160 257929 250261 266678 257938 270870 265680 256759 238069 255591 217790 234144 247053 235395 238296 
250952 249496 249538 263583 254271 272184 260326 276433 254474 290109 258295 257453 260210 232310 259931 240390 244680 246468 259502 237225 250398 235762 264754 251548 274012 253773 271443 232981 261651 267873 207625 272932 277231 271119 254915 229713 239049 212797 267142 261378 260372 226980 253461 250427 270899 262745 251844 272997 254979 226668 228759 263798 250342 252121 260971 246914 258086 256906 257356 249683 208855 289031 252482 273875 242726 239205 250428 227129 264876 263783 263380 236425 274370 256697 289816 270914 269361 262493 279547 286068 251175 244571 233756 264777 257791 256080 279170 265072 273889 267453 267111 265836 259253 260706 258462 243726 237289 256431 243455 251640 
256427 267277 262408 266962 253814 272848 257289 265967 258207 285925 272191 251888 279152 236809 268146 270748 253909 237250 268334 236159 264188 241337 260035 255099 271458 257825 259485 242652 282229 274255 230170 283048 281789 277949 256243 226701 264783 212893 261093 251762 255989 238191 252270 264154 253978 272876 261871 264107 269893 253499 216515 282550 264716 254218 272436 258736 245090 245568 258450 256447 207488 279996 255204 266632 258643 257694 271105 252797 268262 270719 281660 254179 275274 247304 278987 267230 295707 268722 280920 284515 255044 268704 246666 256871 257734 256396 278268 269769 258378 256901 274664 276120 293721 253509 250248 241592 235077 265235 260385 252782 
228803 246126 244607 246209 235314 268548 231202 247146 240198 265571 253644 223184 251116 211218 240990 249215 218992 237198 245989 202600 247982 221659 249008 237748 254021 237015 241694 217547 238983 228483 200629 246796 248795 257378 229353 208648 214146 194815 239589 240089 255870 243066 226367 232838 239107 235393 256292 243136 229181 222591 221790 262648 242079 240226 271914 229426 244702 252068 245561 228273 199254 258322 233226 251756 252207 239858 244721 255773 246479 241749 267719 238667 248601 237287 260245 242266 254999 261018 267618 242679 244695 229578 215596 244443 256066 259099 261373 227996 240603 266144 263185 260738 246410 259239 237414 230819 221548 237564 240967 220766 
255021 268547 248714 251943 237650 272640 254811 263093 246616 280114 260324 234061 277613 247818 253851 249164 230017 230635 257743 231732 254600 249434 245511 232156 245682 246620 245509 225279 255831 246469 226029 258804 242961 257458 235504 203771 229275 210097 263468 251686 240825 255458 244141 237254 239639 240252 247193 270547 254817 240534 216924 259808 248325 241281 264675 252077 231879 251021 254792 241014 192775 290092 238589 276561 236632 255184 236651 244303 264703 256983 258377 240258 244314 256157 267006 257171 270360 255704 259484 252246 275235 249942 224882 262537 246479 258380 262424 233114 252600 252750 284772 287525 262498 250132 268307 239064 228488 246298 237453 269262 
222123 234744 215554 205992 217460 247538 218713 229677 216943 233465 227059 220898 237488 216859 208734 213258 196444 200646 243290 206302 222210 216534 224123 212509 222329 229848 244561 193857 225739 231086 191017 226985 233986 220614 223437 192911 219296 185917 242009 220251 207372 211344 203561 199262 212201 224048 210376 213678 213962 217429 198759 240338 197868 216981 210624 221656 229312 220396 225620 226450 182611 243005 212607 233596 202925 204734 219377 210981 223298 226050 231753 203644 224276 221013 211950 202492 228703 229468 229928 250465 227180 222441 203497 231415 225768 221582 256798 223408 230165 215068 247253 248411 232723 219551 207596 201598 214227 198440 212368 217596 
236622 249559 225061 249303 234009 256651 232729 253881 224836 265183 243521 225429 265549 199374 227868 250714 239695 224347 249974 206036 250717 216491 233241 232257 240320 232376 255253 224732 242622 242884 211612 259681 259972 255615 226438 209433 235223 189606 243138 219623 238293 223220 237657 230424 219107 232098 238711 245430 231985 247321 204997 263566 230687 225288 243522 235803 233951 240488 245663 236160 203205 256602 213243 238970 225206 223059 248691 254533 258526 242309 254142 229048 234913 221028 228622 238731 248858 268985 254982 260522 251146 239485 233422 235857 234069 252740 258520 246360 232989 242466 266958 270723 258021 235378 239393 218791 238194 243236 244459 236553 
